Sammaljoella.	loc	ppl	
S.			
Loppiais.	tim		
Pastori	tit		
Törnmall	per		
päimäsaarnan			
Kirttoherra	tit		
Bäck	per		
Kiilassa.	loc	ppl	
Keruut			
kirkossa			
Tammikuulla.	tim		
Loppiaisena	tim		
Kirkolle			
ja			
laapamn			
Pyhäkouluyhdistyk-			
selle,			
S.			
Lopviais.	tim		
Kirkolle.			
S,			
Loppiais.	tim		
Kirkolle.			
S.			
Loppiais.	tim		
Kirkolle.			
Joulukuulla	tim		
w.	tim		
1899	tim		
kuolleet.			
p:nä			
Wihattulasta	loc	ppl	
torppari			
Her>			
man			
Wilho	per		
Lakkisen	per		
lapsi			
Sai-			
mi			
Agneta	per		
kk.			
p.			
p.nä			
Näntölän	loc	ppl	
kylästä			
torppari	tit		
Inho	per		
Aleksander	per		
Aletsanterinp	per		
Ylinen	per		
45			
11			
tt.			
P.			
p:nä			
Marttilan	loc	ppl	
kylaslä			
torppari	tit		
Heitti	per		
Kustaa	per		
Salomäen	per		
poita			
Oslur	per		
Fuvian	per		
m,			
kk.			
2?			
p.			
pmä			
Tyrmäänlylä^tä	loc	ppl	
Mätelän	bloc	ppl	
torpan			
emäntä	tit		
Maria	per		
Kristiina	per		
luhontr.	per		
57			
»v.			
11			
tt.			
p,			
p^nä			
Wlhattulasta	loc	ppl	
Kustua	per		
Adolf	per		
Koimusen	per		
lapsi			
Elsa	per		
Elwira4w.	per		
lt.			
p.			
p:nä			
Liuhalan	loc	ppl	
kylästä			
työmiehen	tit		
lylär	tit		
Ida	per		
Amanda	per		
Nantauen	per		
10			
w.			
tt.			
10			
p.			
10			
p:nä			
Laukulan	loc	ppl	
lylästä			
torppari	tit		
lisat	per		
Tuomaanp.	per		
Mattila	per		
74			
m,			
tk.			
10			
p:nä			
Sammaljoelta	loc	ppl	
entinen			
torpp.	tit		
Matti	per		
Wilho	per		
Etlin	per		
75			
w.			
lk.			
23			
p.			
14			
p:nä			
Wihattulasta	loc	ppl	
työmies			
Kus>			
taa			
Aadolf	per		
Koiwuseu	per		
lapsi			
Kus.			
taa			
limar	per		
m.			
kk.			
22			
p.			
14			
p:nä			
Lousajan	loc	ppl	
kylästä			
työm.	tit		
Herman	per		
Viljasen	per		
lapsi			
Hilda	per		
Mari»	per		
kk.			
17.			
15			
p:nä			
Nuupalasta	loc	ppl	
itsellisleski	tit		
Ka.			
rolina			
Agatha	per		
Silfmerfteil	per		
59			
ro.			
tt.			
Il			
p.			
15			
p:nä			
Ketolan	loc	ppl	
kylästä			
rustitilalliscn	tit		
Juho	per		
Paaroo	per		
3)liketolan			
lapsi			
Paamo	per		
Armas	per		
tt,			
18			
p:»a			
Kaltsilan	loc	ppl	
kylästä			
entinen			
torpp	tit		
Heitti	per		
Kustaa	per		
Antinpoika	per		
Pitkäjärm!	per		
87			
w.			
11			
tt.			
17			
p.			
22			
p:nä			
Tyrivääntylästä	loc	ppl	
työmies	tit		
Kaarle	per		
Mauri	per		
Hatasen	per		
lapsi			
Kaarle	per		
Henrit	per		
m.			
tl.			
p.			
23			
p:nä			
Roismalasta	loc	ppl	
työm.	tit		
Kaarle	per		
Kustaa	per		
Kuusisen	per		
poika			
Smaute	per		
m.			
tk.			
p.			
24			
p:nä			
Liuhalan	loc	ppl	
kylästä			
torppari	tit		
Juho	per		
Herman	per		
Mattila	per		
56			
w.			
tk.			
p.			
25			
p:nä			
Wihattulasta	loc	ppl	
työm.	tit		
Kaarle	per		
Alfred	per		
Hcikinp.	per		
Kuusisto	per		
5?			
tt.			
25			
p.			
25	tim		
p:nä	tim		
Kaukolan	loc	ppl	
Ala-Knaapi»	bloc	ppl	
Palm,	per		
Juho	per		
Wilho	per		
luhonp,	per		
Mattila	per		
2«			
m.			
tk.			
26			
p:nä			
Isojärnien	loc	ppl	
kylästä			
torpp.	tit		
Juho	per		
Paamo	per		
Lemonojan	per		
lapsi			
Wäinö	per		
Johannes	per		
w.			
10			
p.			
27			
p:nä			
Lautulan	loc	ppl	
kylästä			
torppari	tit		
Juho	per		
Kristian	per		
Matinp.	per		
Kulju	per		
71			
m.			
tt,			
10			
p.			
28			
plnä			
Tyrmaänrylästä	loc	ppl	
työm.	tit		
Tuomas	per		
Maurits	per		
Tanhuanpää	per		
5U			
m.			
kt.			
2^			
p.			
29			
p:nä			
Wihaitulasta	loc	ppl	
talollisen	tit		
Heitti	per		
Hcitwp.	per		
Ä>jälän	per		
lapsi			
Hu>			
go			
AleNander	per		
m.			
kk.			
p:nä			
Aplcetarin	loc	ppl	
rouma	tit		
Johanna	per		
Softa	per		
Margaretha	per		
Bäckman	per		
29			
w.			
11			
11.			
26			
p.			
29			
p:»a			
Houhajäriven	loc	ppl	
kylästä			
Lautamäen	bloc	ppl	
torpan			
maari	tit		
Juho	per		
Antinp.	per		
82			
w.			
10			
kk.			
27			
p.			
Joulukuulla	tim		
muutti			
toisiin			
seura»			
kuntiin			
29			
miespuolta			
ja			
3l			
naispuolta			
eli			
yhteensä			
60			
henkeä.			
Tyrmään	org	crp	
kirkkoherran	org	crp	
kansliassa	org	crp	
Joulukuun	tim		
30	tim		
p.	tim		
1898.	tim		
Johannes	per		
Bäck.	per		
Kirkkoherra.			
Kuollut:			
Että			
Herra			
Jumala			
tutkimattomassa			
runsaudessa			
on			
tuiman			
kuume»			
taudin			
jälkeen			
Joulukuun	tim		
29	tim		
p.	tim		
1839	tim		
poistutsunut			
rattaan			
nmimoni			
Johanna	per		
Sofia	per		
Marga-	per		
rethan	per		
(omaa			
sukua			
Gestrin)	per		
syntynyt			
Tammikuun	tim		
p.			
187			
N,			
katteratsi			
kaipaukseksi			
minulle,			
yhdelle			
pienelle			
pojalle,			
neljälle			
wielä			
pienemmälle			
tyttärelle			
ja			
ijäkkäälle			
äidille,			
saan			
ainoastaan			
täten			
sukulaisille			
ja			
ystäwille			
ilmoittaa.			
Dtfr.	per		
Abelard	per		
Bäckman.	per		
?lesulsen			
Kristuksen			
lunmlan			
Pojan			
meri			
on			
puhdistanut			
minun			
kaikista			
synneistä".			
Kuulutus.			
Wuoden	tim		
1900	tim		
lukulinkerit			
Tyrmään	org	crp	
emäseurakunnassa	org	crp	
pidetään			
seuraamassa			
järjestyksessä			
Tammikuussa:	tim		
Tiistainsi	tim		
p:nä	tim		
Liuhalan	loc	ppl	
la>			
hoossa			
Nuupalan	loc	ppl	
Emännillä.			
Maanantaina	tim		
15	tim		
p:nä	tim		
Hanhijär»			
wen			
lahoosfa			
Ketolan	loc	ppl	
torpassa.			
Tiistaina			
16			
p:nä			
Houhajärmen	loc	ppl	
lahoossa			
Sammaljoen	bloc	ppl	
Maurialassa.	bloc	ppl	
Keskimillkona	tim		
17	tim		
pmä	tim		
Iso»Illon	loc	ppl	
lahoossa			
Anttilan	bloc	ppl	
lalossa.			
Tuorstaina	tim		
18	tim		
pmä	tim		
Nautanie»	loc	ppl	
meu			
lahoossa			
Hautamäen	bloc	ppl	
torpassa.			
Perjantaina	tim		
19	tim		
pmä	tim		
Kallion	loc	ppl	
la»			
hoossa			
Harjunpään	bloc	ppl	
torpassa.			
Lauantaina	tim		
20	tim		
p:nä	tim		
Sammaljoen	loc	ppl	
lahoossa			
Kaarle	per		
Kuutin	per		
rusti»			
lilalla.			
Maanantaina	tim		
22	tim		
p:nä	tim		
Kotajärmen	loc	ppl	
lahoossa			
Salomäeu	bloc	ppl	
torpassa.			
Tiistaina	tim		
23	tim		
p:nä	tim		
Kolun	loc	ppl	
lahoos»			
>a			
Pajulahden	loc	ppl	
torpassa.			
Kestimiitkona	tim		
24	tim		
p:nä	tim		
Sahan	loc	ppl	
lahoossa			
Ahteen	bloc	ppl	
torpassa.			
Tuorstaina	tim		
25	tim		
p:nä	tim		
Myllymäen	loc	ppl	
lahoossa			
Sankarin	bloc	ppl	
torpassa.			
Perjantaina	tim		
'<?6	tim		
p:nä	tim		
Waununperän	loc	ppl	
lahoossa			
Ojansimun	bloc		
torpassa.			
Tyrmää	bloc	ppl	
loulutuun	tim		
23	tim		
p.	tim		
1899.	tim		
Johannes	per		
Bäck.	per		
Kirlloherra.			
Eräs			
laupeuden			
työ.			
Englanninkielestä			
Suomensi			
O.	per		
S.	per		
Rouwc»	tit		
Howard	per		
meni			
läwclyrettelle.			
Häntä			
seurasiwat			
molemmat			
lyttärensä			
>a			
sukulaisensa,			
eräs			
nuori			
poila			
Herbert.	per		
Jonkun			
aitaa			
täwel>yä			
kaunista			
Dewonshire	loc	gpl	
tasankoa			
Lontoon	bloc	ppl	
ulkopuolella,			
ja			
lun			
seurue			
oli			
ihaillut			
kutliwic			
pensasaitautsia,			
tästi			
Rouwa	tit		
Howard	per		
tyttärensä			
näyttää			
Herbertille	per		
eräässä			
lammi»			
koZsa			
uiskentelemia			
ankkoja,			
sillä			
ai>			
taa			
kun			
hän			
menisi			
tapaamaan			
Rouwa	tit		
Gregoria.	per		
Tämä			
asui			
läheisyydessä,			
ja			
hän			
oli			
jo			
monta			
wuotta			
sairastanut			
niuoteeu			
omana.			
Sillä			
aikna			
kun			
ystäwyksel			
keskusteliwat,			
tuli			
äkkinäinen			
sateentuuro,			
ja			
nyt			
oli			
patko			
kutsua			
ulos			
jääneet			
lapset			
sisään^^^^^^^^W			
Maagien	per		
tultua			
huoneeseen,			
terweh»			
wanha			
sairas			
Rouwa			
heitä			
ys>			
tämällisesti.			
Säleen			
tauottua			
läksi			
seurue			
ko°			
tia			
päin,			
ja			
sinne			
saamuttua			
rupesi			
Roilwa	tit		
Howard	per		
puuhaamaan			
illal>			
lista.			
Sitä			
walmi«taessaan			
lysyi			
hän,			
mitä			
Herbert	per		
piti			
heidän			
tä°			
n,>elyretkestään.			
Poita			
mastas»,			
että			
se			
oli			
muuten			
ollut			
warsin			
hausta,			
paitsi			
läynli			
wanhan			
Rouman			
luo»			
na			
«li			
tuntunut			
hänestä			
itämältä.			
»Minkä			
tähden			
käytte			
hänen			
luo»			
n,<an,			
täti?"			
lysyi			
hän.			
?Ratas			
lapseni",			
sanoi			
Rouma	tit		
Howard	per		
Rouma	tit		
Gregory	per		
on			
kauan			
aitaa			
sairostanut,			
ja			
se			
on			
meille			
hauskaa			
sauda			
pulwella			
häntä".			
?Waan			
mitä			
se			
höydyttää,			
että			
Ellen	per		
ja			
Annie	per		
käymät			
siellä,			
äimäthän			
ne			
moi			
tehdä			
hänelle			
niin			
mitään			
?"			
?Sinä			
erehdyt,			
rakaS			
poikani,			
manha			
Rouma			
pitää			
heistä			
paljon,			
ja			
he			
omat			
yhtä			
iloisia			
näkemään			
hänet,			
kun			
hän			
on			
iloinen			
uähdes»			
sään			
heidät?			
Muuten			
minä			
pidän			
siitä			
paljon,			
että			
he			
käymät			
hänen			
luonaan,			
sillä			
heillä			
on			
siellä			
pal»			
jon			
avittamaa".			
Mitä			
sitte,			
täti?			
En			
ymmärrä			
miten			
»vanha			
köyhä			
waimo			
woi			
opettaa			
nuoria			
neitosia".			
?He			
näkemät,			
että			
Nouwa			
Gr«»			
gory			
on			
komin			
löyhä,			
komin			
manha			
ja			
komin			
sairas,			
mutta			
siitä			
huolimatta			
on			
hän			
kuitenkin			
marsin			
tyytymäinen,			
kärsimällinen			
ja			
onnelli»			
nen.			
He			
tietämät			
myös,			
että			
Jumalan			
armo			
on			
tämän^			
maituttanut			
Nouwa	tit		
Gregory'ssa,	per		
sillä			
hän			
ol			
ennen			
mallan			
toisenlainen			
henkilö			
josta			
kaikki			
naapurit			
moimat			
kertoa			
Mutta			
Jumalalle			
kelpasi			
näyttää			
hänelle,			
että			
hän			
oli			
suuri			
syntinen,			
ja			
että			
hänen			
oli			
mahdoton			
itse			
pe>			
lastaa			
itsensä.			
Ia			
se			
kelpasi			
myös			
Herralle			
osottaa			
hänelle,			
että			
maikka			
hän			
ei			
itse			
moinut			
pelastaa			
itsensä			
ijantaitlisesta			
kadotuksesta,			
niin			
oli			
Herra			
Jesus			
tehnyt			
sen			
hänen			
sijas»			
sansa.			
Hän			
oli			
maksanut			
hänen			
suuren			
syntimeltansa,			
ja			
nyt			
oli			
hä>			
nellä			
ilo			
ja			
rauha			
Herrassa.			
Sitte			
kun			
Pyhä			
Henki			
oli			
tämän			
opetta»			
nut			
Rouma	tit		
Gregory'lle	per		
Jumalan			
sanasta,			
on			
hän			
ollut			
uusi			
luontokappale,			
ja			
odottaa			
nyt			
pääsinpäimäänsä.			
Mailla			
hän			
on			
komin			
sai»			
ras,			
niin			
hän			
kuitenkin			
tulee			
iloiseksi			
kun			
nuoret			
serkkusi			
menemät			
termehtimään			
häntä,			
ja			
hän			
lausuu			
heille			
jonkun			
raamatunlauseen,			
taikka			
jonkun			
mirren.			
Toisinaan			
myös			
tyttäreni			
lausumat			
hänelle			
raama>			
tunlauseita.			
Joskus			
lähetän			
heidän			
mukanaan			
hänelle			
pienen			
lahjan,			
ja			
joskus			
lähettää			
hän			
heidät			
toimittamaan			
asioiman.			
Tämä			
ei			
ole			
aino-l			
astaan			
Rouwalle			
awutsi,			
maan			
sel			
on			
myös			
hausta»			
saada			
valmcllal			
M>^,!l			
luule			
täti,			
että			
se			
on			
niintään			
hauskaa.			
Minä			
tahdon,			
että			
muut			
palmelemat			
minua.			
Ainoastaan			
palmelioiden			
ja			
löyhien			
tulee			
muita			
palmella,			
ja			
se			
intin			
heidän			
welwollituutensa".			
Heibeit'in	per		
täti			
tuli			
murheelliseksi			
luullessaan			
nuoren			
sukulaisensa			
puhuman			
tähän			
tapaan.			
Waan			
hän			
tiesi,			
että			
syynä			
siihen			
ali			
huono			
lotitasmatus.			
Siellä			
oli			
poika			
oppinut			
huolehtimaan			
ainoastaan			
itse«			
ansa			
ja			
omaa			
mulawuuttansa.			
Mut»			
ta			
tätinsä			
päätti			
nyt			
rumeta			
hänen			
kllsmattajlllsensa			
ja			
opettaa			
hänelle,			
kuinla			
onnellinen			
on			
se			
tila,			
jolloin			
ihminen			
tah»oo			
palmella			
muita			
Herran			
lesutsen			
tähden.			
Täti			
tosin			
tiesi,			
ettei			
tämä			
moinut			
tapahtua			
yhl'äkkiä,			
ja			
täNä			
kerralla			
sanoi			
hän			
waan:			
?Nalas			
poikani,			
minä			
näen			
ettet			
ole			
milloinkaan			
koettanut			
tehdä			
muita			
onnelliseksi,			
muuten			
et			
möisi			
sanoa,			
että			
se			
ei			
ole			
hauskaa,			
mutta			
minä			
toiwon,			
että			
kerran			
olet			
minun			
kanssani			
olema			
yhtä			
mieltä			
siinä			
suhteessa,			
ja			
että			
todellakin			
on			
suuri			
humitus			
auttaa			
ja			
palmella			
muita,			
«varsinkin			
niitä			
jolla			
meidän			
meljemme			
ja			
sisaremme			
uskoSsa			
omat".			
Tähän			
paältyi			
tämän			
piimäinen			
les»			
kustelu.			
Epäilemättä			
johtaa			
se			
mieleemme			
Herran			
lesutsen			
sanat			
Mitä			
olette			
tehneet			
yhdelle			
näistä			
mähimmistä			
minun			
»veljistäni,			
sen			
te			
teitte			
minulle".			
Mrwäältä.			
Wlwsi	tim		
1900	tim		
otetilin			
seurakuntam»			
me			
kirlosia			
,oa2tc>an			
harminaiiella			
juhlallisuudella			
kello	tim		
1>	tim		
yöllä	tim		
Uudeumuoden	tim		
aattona	tim		
Kirkkopihaan			
johtamien			
molempien			
portaitlen			
ylä»			
puolelle			
oli			
asetettu			
maloisa			
muosiluku	tim		
1900	tim		
ynnä			
useita			
malolyhtyjä.			
Kirkko			
oli			
lukuisilla			
kynttilöillä			
wa>			
laistu,			
ja			
niin			
täynnä			
kansaa,			
että			
suuri			
joukko			
jäi			
istumatiloja			
maille,			
ja			
seisoi			
käytäwillä.			
Sitte			
kun			
ensin			
oli			
meisaltu			
»virsi,			
piti			
Kirkkoherra	tit		
Bäck	per		
tilaisuutta			
marten			
soivi»			
tetun			
puheen.			
Lopuksi			
»veisattu»			
taas			
mirsi,			
ja			
yleisö			
läksi			
kirkosta.			
Ulos			
tultua			
saatiin			
kirkon			
toisesta			
N:o1.			
1900	tim		
Tammikuun	tim		
alkupuolisko.	tim		
Tyrivään	org	crp	
Sanomat	org	crp	
tornista			
kuulla			
ivirsi			
Jumala			
ompi			
linnamme",			
jota			
laulukööri			
törmien			
säestämänä			
weisasi.			
Juhlatilaisuus			
oli			
wakama			
ja			
mieltä			
ylentäwä,			
jota			
lisäksi			
erittäin			
lauuis			
»valaistus			
kohotti.			
Wammastosken	loc	ppl	
Nlta			
oli			
myöskin			
kahden			
puolen			
lyhdyillä			
»valaistu.			
Möskanto			
Tyrmään	loc	ppl	
rauta»			
tieasemalla			
Marraskuulla	tim		
1899.	tim		
1,209			
Mattnstajapiletista			
2,138:			
Kiertomatkapiletistä			
47:			
50			
24:40			
l»03			
kgr			
pakaasista			
342,420			
lgr			
lähctettuä			
ja			
tullutta			
rahtitamaraa			
josta			
94,553			
lgr			
on			
tullutta			
ja			
297,867			
on			
lähetctt.			
4,0			
lgr			
lähetettyä			
ja			
tullulta			
pikatawaraa			
josta			
1,368			
lgr			
on			
tullutta			
ja			
2,65!			
kgr			
on			
lähetettyä			
84			
kappaletta			
käärelähe»			
tyksiä			
hemosesta			
koiraa			
19			
lehmää			
lältiwaatimusrahoja			
2,107:			
90			
98:05			
24:75			
25			
30			
27:45			
4<o:			
95			
Summa			
Smrt.			
4,892:			
30			
Makscttawaksi			
laskettu			
matkustajaja			
tawaraliitkeestä			
Marraskuulla	tim		
le»			
lee			
4,45			
mk.			
Postisäästöpankkiin	org	crp	
Tyrmään	loc	xxx	
rautatieaseman	loc	xxx	
postiasemalla			
tehtiin			
Marraskuulla	tim		
sisäänpanoa			
yhteensä			
105			
mk.			
Kuntakokouksessa			
miime			
Joulukuun	tim		
18	tim		
päivänä	tim		
käsiteltiin			
seu>			
raawat			
asiat			
I:s>.			
Kuunallislautakunnan			
ehdoitutsesta			
päätetttin			
oirttawaksi			
Viuistolan	org	edu	
kansakoulun	org	edu	
rakennus			
kustannuksia			
warten			
15,000			
markan			
suuruinen			
koulctuslllina,			
niistä			
n^alliowaroista,			
joita			
niihin			
tarkoituksiin			
anuetaan.			
Kokous			
waltuuiti,			
päätetyn			
kouletuslainan			
haku-asiaa			
ajamaan,			
setä			
kunnan			
pnolcsta			
nieltatirjaa			
wahwis^amaan,			
herra	tit		
Ascs>	per		
sori	per		
E.	per		
Samoniulsen,	per		
sekä			
tilalliset	tit		
Herrastuomari	per		
O.	per		
Kahimalan	per		
ja			
K.	per		
Pr»sm.	per		
2lsi^	per		
Esitettiin			
kunnan			
meno-			
ja			
tuloarwio			
wuodelle	tim		
1900.	tim		
Säästöön			
jää			
ivuoden			
lopussa			
f'»			
testamentti			
rahastossa			
8,801:			
81.			
Aleksander	org	crp	
ll:scn	org	crp	
muistorahastossa	org	crp	
menoja			
80			
ml.,			
säästöä			
1,479:			
25.			
Kiertokoulurahastossa,			
menoja			
60			
mk,,			
säästöä			
544			
mt.			
Lainamakasiinin			
warsstossa			
menoja			
(laskettu			
rahaksi)			
83?			
mk.,			
säästöön			
21.490			
mk.,			
Kansakoulujen			
menot			
Opettajien			
palkat			
8,689			
mk.,			
lämpö			
ja			
walo			
1,095			
mk,,			
menoja			
Hopun	loc	ppl	
talosta	loc	ppl	
n,			
m.			
1,140			
mk.,			
koulujen			
puhdistus			
ja			
tarweaineet			
työpajoihin			
120			
mk,,			
rakennuksiin			
ja			
maalauksiin			
16,555			
mk,,			
paloivakuutus			
ja			
poslirahaa?			
136:			
40,			
pulpetteja,			
ope>			
tuswälineitä			
y.			
m,			
787			
mk,,			
hyyryihin			
y.			
m.			
720			
mk.,			
taloudenhoitajan			
ja			
kasöörin			
palkkoja			
100			
mk,,			
niclkaa			
ja			
korkoja			
7,000			
mk.,			
satunnaisiin			
menoihin			
625			
mk.,			
me>			
not			
kaikista			
kouluista			
uhteensä			
37,027			
mk.			
40			
p.			
Tuloja			
maitiolta			
palkka-apua			
6,660			
mk.			
lainajy»			
wästöstä			
300			
mk.			
oppilaiden			
luku»			
kausimaksuja			
noin			
140			
mk.			
Hopun	loc	ppl	
talosta	loc	ppl	
tuloja			
arm.			
2,347			
mk.,			
kuoletuslaina			
nialliolta			
15,000			
ml.,			
tatsoitettawa			
kunnan			
ääniwaltaisista			
12,560			
mk.			
40			
p.			
kin			
me			
kunnan			
rahasto,			
menoja			
waiNinli			
1,686			
mk.			
90			
p..			
palk.			
loja			
3,262			
mk.,			
kunnan			
talon			
rakentamiseen			
2,948			
mk.,			
maksetaan			
wettaa			
I.	per		
Kuutille	per		
600			
mk,,			
tulen»			
kesläroä			
kassakaappi			
500			
mk.,			
sa>			
tunnuista			
menoja			
y,			
m.			
303			
mk.			
yhteensä			
menoja			
9,299			
mk.			
90			
Tuloja:			
koiraweroa			
86			
mk,,			
n>altiolta			
rokotustoimeen			
158			
ml,,			
n>ii>			
nawerorahaa			
1,560			
mk.,			
Ili-Harl			
sun			
palstoista			
600			
mk.,			
kunnantalon			
rakennuskomitealla			
säästöä			
ja			
tuloja			
385			
mk.,			
talsoitettama			
6,510			
>»l.			
!!0			
v,			
aan.			
Tyrmään	org	crp	
kiertokoulujen	org	crp	
ompeluseura	org	crp	
pyytää			
minun			
kauttam			
sydämellisesti			
kiittää			
niitä			
Tyrmää»	loc		
kmmioitettawill			
kuuppioitn,			
jotka			
täksi			
joiilnlsi			
lnhjoittiwclt			
ompclusrinalle			
mi»			
suu^			
Tynuää	org		
Joulukuun	tim		
!!0			
p.			
I«Ul).			
Hilda	per		
Bäck,	per		
Huulmmsm			
muunlttt>			
Harwinainen			
tapaus			
sallni			
wiime			
plrjantainll			
luwau			
hiutansmaalla,			
kun			
erää»			
talollisen			
maalliset			
jäännökset			
oli			
määrä			
laskea			
ikuiseen			
lepoonsa.			
Omaiset			
tantoiwat			
wainajan			
sukulais-			
ja			
tuttamapiiri»			
saattamana			
haittaan,			
T.mäu			
